"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","genes"
"GO:0001221","transcription coregulator binding","4/32","112/18496",4.01955317427026e-05,0.00419965405910817,0.00170623064266629,"ETS1/TEAD2/SMARCD3/FOS",4,"ETS1, TEAD2, SMARCD3, FOS"
"GO:0016538","cyclin-dependent protein serine/threonine kinase regulator activity","3/32","50/18496",8.72418457022453e-05,0.00419965405910817,0.00170623064266629,"CDKN2C/CCND2/CDKN2B",3,"CDKN2C, CCND2, CDKN2B"
"GO:0003713","transcription coactivator activity","5/32","280/18496",0.000110517212081794,0.00419965405910817,0.00170623064266629,"ETS1/SMARCC1/SS18L1/SMARCD3/SMARCC2",5,"ETS1, SMARCC1, SS18L1, SMARCD3, SMARCC2"
"GO:0004861","cyclin-dependent protein serine/threonine kinase inhibitor activity","2/32","12/18496",0.00018933300320541,0.00539599059135418,0.00219227687922054,"CDKN2C/CDKN2B",2,"CDKN2C, CDKN2B"
"GO:0008308","voltage-gated monoatomic anion channel activity","2/32","17/18496",0.000388038135196473,0.00884726948247958,0.00359445851550417,"VDAC1/VDAC2",2,"VDAC1, VDAC2"
"GO:0097001","ceramide binding","2/32","19/18496",0.000486847753050615,0.00925010730796169,0.00375812300600475,"VDAC1/VDAC2",2,"VDAC1, VDAC2"
"GO:0019887","protein kinase regulator activity","4/32","226/18496",0.000596656507438013,0.00971697740684764,0.00394780245522896,"CDKN2C/CCND2/CDKN2B/STK11",4,"CDKN2C, CCND2, CDKN2B, STK11"
"GO:0005496","steroid binding","3/32","102/18496",0.00071900703986663,0.0102458503180995,0.00416267233606996,"VDAC1/VDAC2/ESR2",3,"VDAC1, VDAC2, ESR2"
"GO:0019207","kinase regulator activity","4/32","256/18496",0.000950283083163639,0.0120369190534061,0.00489034569113452,"CDKN2C/CCND2/CDKN2B/STK11",4,"CDKN2C, CCND2, CDKN2B, STK11"
"GO:0046625","sphingolipid binding","2/32","28/18496",0.00106578131910453,0.0121499070377917,0.0049362503200631,"VDAC1/VDAC2",2,"VDAC1, VDAC2"
