"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","genes"
"GO:0003713","transcription coactivator activity","2/7","280/18496",0.00456071226825543,0.0449173498506554,0.0171932439619734,"TADA1/ATXN7L3",2,"TADA1, ATXN7L3"
"GO:0031267","small GTPase binding","2/7","281/18496",0.00459257354561843,0.0449173498506554,0.0171932439619734,"FLNA/RANBP2",2,"FLNA, RANBP2"
"GO:0061665","SUMO ligase activity","1/7","14/18496",0.00528728227181074,0.0449173498506554,0.0171932439619734,"RANBP2",1,"RANBP2"
"GO:0031625","ubiquitin protein ligase binding","2/7","308/18496",0.00549232510316188,0.0449173498506554,0.0171932439619734,"TUBA1B/HDAC6",2,"TUBA1B, HDAC6"
"GO:0051020","GTPase binding","2/7","313/18496",0.00566725190721783,0.0449173498506554,0.0171932439619734,"FLNA/RANBP2",2,"FLNA, RANBP2"
"GO:0034987","immunoglobulin receptor binding","1/7","16/18496",0.0060406486531438,0.0449173498506554,0.0171932439619734,"FLNA",1,"FLNA"
"GO:0044389","ubiquitin-like protein ligase binding","2/7","327/18496",0.00617073353220911,0.0449173498506554,0.0171932439619734,"TUBA1B/HDAC6",2,"TUBA1B, HDAC6"
"GO:0051787","misfolded protein binding","1/7","20/18496",0.00754591432187468,0.0449173498506554,0.0171932439619734,"HDAC6",1,"HDAC6"
"GO:0004407","histone deacetylase activity","1/7","21/18496",0.00792192528743807,0.0449173498506554,0.0171932439619734,"HDAC6",1,"HDAC6"
"GO:0033558","protein lysine deacetylase activity","1/7","22/18496",0.00829781413847941,0.0449173498506554,0.0171932439619734,"HDAC6",1,"HDAC6"
