"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","genes"
"GO:0050870","positive regulation of T cell activation","5/32","251/18870",6.0073223916178e-05,0.0207021709868674,0.0150229220804436,"YES1/SOCS1/NKAP/FLOT2/ZBTB16",5,"YES1, SOCS1, NKAP, FLOT2, ZBTB16"
"GO:0072599","establishment of protein localization to endoplasmic reticulum","3/32","51/18870",8.72862187605978e-05,0.0207021709868674,0.0150229220804436,"SRP9/RAB10/BAG6",3,"SRP9, RAB10, BAG6"
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","5/32","275/18870",9.2476934083361e-05,0.0207021709868674,0.0150229220804436,"YES1/SOCS1/NKAP/FLOT2/ZBTB16",5,"YES1, SOCS1, NKAP, FLOT2, ZBTB16"
"GO:0046638","positive regulation of alpha-beta T cell differentiation","3/32","52/18870",9.25236692150497e-05,0.0207021709868674,0.0150229220804436,"SOCS1/NKAP/ZBTB16",3,"SOCS1, NKAP, ZBTB16"
"GO:0022409","positive regulation of cell-cell adhesion","5/32","322/18870",0.000193442147663489,0.0292691389415757,0.0212397044715698,"YES1/SOCS1/NKAP/FLOT2/ZBTB16",5,"YES1, SOCS1, NKAP, FLOT2, ZBTB16"
"GO:0051251","positive regulation of lymphocyte activation","5/32","330/18870",0.000216776821852942,0.0292691389415757,0.0212397044715698,"YES1/SOCS1/NKAP/FLOT2/ZBTB16",5,"YES1, SOCS1, NKAP, FLOT2, ZBTB16"
"GO:0046635","positive regulation of alpha-beta T cell activation","3/32","72/18870",0.000244005772114746,0.0292691389415757,0.0212397044715698,"SOCS1/NKAP/ZBTB16",3,"SOCS1, NKAP, ZBTB16"
"GO:0046637","regulation of alpha-beta T cell differentiation","3/32","74/18870",0.000264605510081957,0.0292691389415757,0.0212397044715698,"SOCS1/NKAP/ZBTB16",3,"SOCS1, NKAP, ZBTB16"
"GO:0070972","protein localization to endoplasmic reticulum","3/32","79/18870",0.000320941613114327,0.0292691389415757,0.0212397044715698,"SRP9/RAB10/BAG6",3,"SRP9, RAB10, BAG6"
"GO:0032869","cellular response to insulin stimulus","4/32","206/18870",0.000390360042352461,0.0292691389415757,0.0212397044715698,"PPARG/SOCS1/RAB10/STAT1",4,"PPARG, SOCS1, RAB10, STAT1"
