"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","genes"
"GO:0016651","oxidoreductase activity, acting on NAD(P)H","4/25","87/18496",5.35628600941091e-06,0.00056646847969663,0.000331766264325687,"NDUFA12/NNT/NDUFV2/NDUFA7",4,"NDUFA12, NNT, NDUFV2, NDUFA7"
"GO:0009055","electron transfer activity","4/25","117/18496",1.73597993145784e-05,0.00056646847969663,0.000331766264325687,"NDUFA12/NDUFV2/NDUFA7/SDHA",4,"NDUFA12, NDUFV2, NDUFA7, SDHA"
"GO:0008137","NADH dehydrogenase (ubiquinone) activity","3/25","41/18496",2.2477426597456e-05,0.00056646847969663,0.000331766264325687,"NDUFA12/NDUFV2/NDUFA7",3,"NDUFA12, NDUFV2, NDUFA7"
"GO:0050136","NADH dehydrogenase (quinone) activity","3/25","42/18496",2.41848753787597e-05,0.00056646847969663,0.000331766264325687,"NDUFA12/NDUFV2/NDUFA7",3,"NDUFA12, NDUFV2, NDUFA7"
"GO:0031072","heat shock protein binding","4/25","128/18496",2.47313030212165e-05,0.00056646847969663,0.000331766264325687,"DNAJC7/HSPA1B/TFRC/HSPA1A",4,"DNAJC7, HSPA1B, TFRC, HSPA1A"
"GO:0003954","NADH dehydrogenase activity","3/25","44/18496",2.78513545912388e-05,0.00056646847969663,0.000331766264325687,"NDUFA12/NDUFV2/NDUFA7",3,"NDUFA12, NDUFV2, NDUFA7"
"GO:0003955","NAD(P)H dehydrogenase (quinone) activity","3/25","45/18496",2.98141305103489e-05,0.00056646847969663,0.000331766264325687,"NDUFA12/NDUFV2/NDUFA7",3,"NDUFA12, NDUFV2, NDUFA7"
"GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","3/25","57/18496",6.08227179206675e-05,0.0010111776854311,0.000592221200806499,"NDUFA12/NDUFV2/NDUFA7",3,"NDUFA12, NDUFV2, NDUFA7"
"GO:0015453","oxidoreduction-driven active transmembrane transporter activity","3/25","68/18496",0.000103159174432731,0.00152446335550592,0.000892839638365161,"NDUFA12/NDUFV2/NDUFA7",3,"NDUFA12, NDUFV2, NDUFA7"
"GO:0001618","virus receptor activity","3/25","79/18496",0.000161188260847691,0.00201928531339403,0.00118264434658613,"HSPA1B/TFRC/HSPA1A",3,"HSPA1B, TFRC, HSPA1A"
