"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","genes"
"GO:0030297","transmembrane receptor protein tyrosine kinase activator activity","1/4","18/18496",0.00388736954859237,0.0533087418057236,0.0177203573869441,"EGFR",1,"EGFR"
"GO:0046933","proton-transporting ATP synthase activity, rotational mechanism","1/4","18/18496",0.00388736954859237,0.0533087418057236,0.0177203573869441,"ATP5MG",1,"ATP5MG"
"GO:0004709","MAP kinase kinase kinase activity","1/4","26/18496",0.00561144650586565,0.0533087418057236,0.0177203573869441,"EGFR",1,"EGFR"
"GO:0015252","proton channel activity","1/4","26/18496",0.00561144650586565,0.0533087418057236,0.0177203573869441,"ATP5MG",1,"ATP5MG"
"GO:0030296","protein tyrosine kinase activator activity","1/4","33/18496",0.00711817709744955,0.0533680612614174,0.0177400757655681,"EGFR",1,"EGFR"
"GO:0004714","transmembrane receptor protein tyrosine kinase activity","1/4","60/18496",0.012913818162585,0.0533680612614174,0.0177400757655681,"EGFR",1,"EGFR"
"GO:0003724","RNA helicase activity","1/4","76/18496",0.0163362769991293,0.0533680612614174,0.0177400757655681,"DDX20",1,"DDX20"
"GO:0008186","ATP-dependent activity, acting on RNA","1/4","78/18496",0.0167634577225789,0.0533680612614174,0.0177400757655681,"DDX20",1,"DDX20"
"GO:0001618","virus receptor activity","1/4","79/18496",0.0169769959009431,0.0533680612614174,0.0177400757655681,"EGFR",1,"EGFR"
"GO:0019199","transmembrane receptor protein kinase activity","1/4","79/18496",0.0169769959009431,0.0533680612614174,0.0177400757655681,"EGFR",1,"EGFR"
