"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","genes"
"GO:0051495","positive regulation of cytoskeleton organization","4/22","184/18870",5.57866117555819e-05,0.0339434687335705,0.0225162218631284,"WDR1/DSTN/TPM1/NUP62",4,"WDR1, DSTN, TPM1, NUP62"
"GO:0030836","positive regulation of actin filament depolymerization","2/22","13/18870",0.000100424463708789,0.0339434687335705,0.0225162218631284,"WDR1/DSTN",2,"WDR1, DSTN"
"GO:0006266","DNA ligation","2/22","16/18870",0.000154172060939669,0.0347401043984055,0.0230446659509821,"PNKP/XRCC1",2,"PNKP, XRCC1"
"GO:1901881","positive regulation of protein depolymerization","2/22","19/18870",0.00021923010468763,0.0370498876922095,0.0245768485781396,"WDR1/DSTN",2,"WDR1, DSTN"
"GO:1904353","regulation of telomere capping","2/22","26/18870",0.000414610678914557,0.056055363789248,0.0371840314142318,"PNKP/XRCC1",2,"PNKP, XRCC1"
"GO:0043243","positive regulation of protein-containing complex disassembly","2/22","37/18870",0.000843061116798527,0.0574080921845658,0.0380813566967067,"WDR1/DSTN",2,"WDR1, DSTN"
"GO:0032970","regulation of actin filament-based process","4/22","379/18870",0.000879646496771918,0.0574080921845658,0.0380813566967067,"WDR1/DSTN/TPM1/ACTA2",4,"WDR1, DSTN, TPM1, ACTA2"
"GO:0016233","telomere capping","2/22","39/18870",0.000936677507633716,0.0574080921845658,0.0380813566967067,"PNKP/XRCC1",2,"PNKP, XRCC1"
"GO:0045823","positive regulation of heart contraction","2/22","39/18870",0.000936677507633716,0.0574080921845658,0.0380813566967067,"TPM1/ACE2",2,"TPM1, ACE2"
"GO:1902903","regulation of supramolecular fiber organization","4/22","389/18870",0.000969165660459575,0.0574080921845658,0.0380813566967067,"WDR1/DSTN/TPM1/FKBP4",4,"WDR1, DSTN, TPM1, FKBP4"
