"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","genes"
"GO:0017056","structural constituent of nuclear pore","2/22","25/18496",0.00039850243525106,0.0390532386546039,0.0234906698674309,"NUP35/NUP62",2,"NUP35, NUP62"
"GO:0048156","tau protein binding","2/22","43/18496",0.00118404557546588,0.058018233197828,0.0348981853821522,"PICALM/FKBP4",2,"PICALM, FKBP4"
"GO:0051015","actin filament binding","3/22","208/18496",0.00184371431807492,0.0602280010571141,0.0362273690569107,"WDR1/DSTN/TPM1",3,"WDR1, DSTN, TPM1"
"GO:0003684","damaged DNA binding","2/22","71/18496",0.00319345651678815,0.0782396846613098,0.0470614644579307,"PNKP/XRCC1",2,"PNKP, XRCC1"
"GO:0005200","structural constituent of cytoskeleton","2/22","112/18496",0.00775642806691628,0.0791512486440701,0.0476097736204933,"TPM1/LMNB2",2,"TPM1, LMNB2"
"GO:0004519","endonuclease activity","2/22","125/18496",0.00958086691706331,0.0791512486440701,0.0476097736204933,"PNKP/XRCC1",2,"PNKP, XRCC1"
"GO:0031072","heat shock protein binding","2/22","128/18496",0.0100265869118397,0.0791512486440701,0.0476097736204933,"FKBP4/NUP62",2,"FKBP4, NUP62"
"GO:0051087","protein-folding chaperone binding","2/22","133/18496",0.0107896959804929,0.0791512486440701,0.0476097736204933,"DNAJB5/NUP62",2,"DNAJB5, NUP62"
"GO:0000014","single-stranded DNA endodeoxyribonuclease activity","1/22","10/18496",0.0118338639841777,0.0791512486440701,0.0476097736204933,"XRCC1",1,"XRCC1"
"GO:0005528","FK506 binding","1/22","10/18496",0.0118338639841777,0.0791512486440701,0.0476097736204933,"FKBP4",1,"FKBP4"
