"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-1428517","The citric acid (TCA) cycle and respiratory electron transport","6/23","178/11009",1.31920038260628e-06,0.000182049652799667,0.000109701926553575,"NDUFA12/NNT/PDK1/NDUFV2/NDUFA7/SDHA",6
"R-HSA-3214847","HATs acetylate histones","5/23","141/11009",8.97043292091185e-06,0.000618959871542918,0.000372981158290545,"ING3/BRD8/MRGBP/VPS72/EPC1",5
"R-HSA-611105","Respiratory electron transport","4/23","103/11009",5.58106423700344e-05,0.00256728954902158,0.00154703184113429,"NDUFA12/NDUFV2/NDUFA7/SDHA",4
"R-HSA-163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","4/23","127/11009",0.000126191971793338,0.00373542495927658,0.00225094257652822,"NDUFA12/NDUFV2/NDUFA7/SDHA",4
"R-HSA-71406","Pyruvate metabolism and Citric Acid (TCA) cycle","3/23","55/11009",0.000194688834071566,0.00373542495927658,0.00225094257652822,"NNT/PDK1/SDHA",3
"R-HSA-3247509","Chromatin modifying enzymes","5/23","270/11009",0.00020021849168094,0.00373542495927658,0.00225094257652822,"ING3/BRD8/MRGBP/VPS72/EPC1",5
"R-HSA-4839726","Chromatin organization","5/23","270/11009",0.00020021849168094,0.00373542495927658,0.00225094257652822,"ING3/BRD8/MRGBP/VPS72/EPC1",5
"R-HSA-6799198","Complex I biogenesis","3/23","57/11009",0.000216546374450816,0.00373542495927658,0.00225094257652822,"NDUFA12/NDUFV2/NDUFA7",3
"R-HSA-168255","Influenza Infection","4/23","157/11009",0.000285334823882861,0.00437513396620386,0.00263642702768959,"CANX/KPNA2/HSPA1B/HSPA1A",4
"R-HSA-3371568","Attenuation phase","2/23","14/11009",0.000374201987394885,0.00462068933383922,0.00278439708141341,"HSPA1B/HSPA1A",2
