"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-1169410","Antiviral mechanism by IFN-stimulated genes","3/6","149/11009",4.71683223191605e-05,0.00731108995946988,0.00268114674235228,"FLNA/RANBP2/TUBA1B",3
"R-HSA-9646399","Aggrephagy","2/6","43/11009",0.000221327330917657,0.0141158836923256,0.00517662288207526,"TUBA1B/HDAC6",2
"R-HSA-913531","Interferon Signaling","3/6","269/11009",0.000273210652109527,0.0141158836923256,0.00517662288207526,"FLNA/RANBP2/TUBA1B",3
"R-HSA-195258","RHO GTPase Effectors","3/6","326/11009",0.000481498508483684,0.0186580672037428,0.00684234722582078,"FLNA/RANBP2/TUBA1B",3
"R-HSA-9663891","Selective autophagy","2/6","81/11009",0.000786836682457281,0.0243919371561757,0.00894509070583014,"TUBA1B/HDAC6",2
"R-HSA-3371556","Cellular response to heat stress","2/6","89/11009",0.00094915647043815,0.0245198754863189,0.00899200866730879,"RANBP2/HDAC6",2
"R-HSA-9648025","EML4 and NUDC in mitotic spindle formation","2/6","117/11009",0.00163362126932063,0.0305117814094704,0.011189379939636,"RANBP2/TUBA1B",2
"R-HSA-2500257","Resolution of Sister Chromatid Cohesion","2/6","126/11009",0.00189163250075933,0.0305117814094704,0.011189379939636,"RANBP2/TUBA1B",2
"R-HSA-9609690","HCMV Early Events","2/6","135/11009",0.00216791942008083,0.0305117814094704,0.011189379939636,"RANBP2/TUBA1B",2
"R-HSA-1632852","Macroautophagy","2/6","136/11009",0.0021997406893554,0.0305117814094704,0.011189379939636,"TUBA1B/HDAC6",2
