"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9772755","Formation of WDR5-containing histone-modifying complexes","8/21","41/11009",3.51827275079753e-15,6.57917004399138e-13,5.33296080120889e-13,"MCRS1/KANSL2/ZZZ3/KANSL3/KANSL1/PHF20L1/KAT8/PHF20",8
"R-HSA-212165","Epigenetic regulation of gene expression","9/21","187/11009",2.39428654497411e-11,2.2386579195508e-09,1.81461717092775e-09,"MCRS1/KANSL2/ZZZ3/KANSL3/KANSL1/PHF20L1/KAT8/ACTB/PHF20",9
"R-HSA-3214847","HATs acetylate histones","8/21","141/11009",1.04863183468304e-10,6.53647176952425e-09,5.29835032260902e-09,"MCRS1/KANSL2/ZZZ3/KANSL3/KANSL1/KAT8/ACTB/PHF20",8
"R-HSA-3247509","Chromatin modifying enzymes","8/21","270/11009",1.82159164964565e-08,6.81275276967475e-07,5.52229889576788e-07,"MCRS1/KANSL2/ZZZ3/KANSL3/KANSL1/KAT8/ACTB/PHF20",8
"R-HSA-4839726","Chromatin organization","8/21","270/11009",1.82159164964565e-08,6.81275276967475e-07,5.52229889576788e-07,"MCRS1/KANSL2/ZZZ3/KANSL3/KANSL1/KAT8/ACTB/PHF20",8
"R-HSA-5696394","DNA Damage Recognition in GG-NER","3/21","38/11009",4.83460585508508e-05,0.00150678549150152,0.00122137411075834,"MCRS1/YY1/ACTB",3
"R-HSA-72203","Processing of Capped Intron-Containing Pre-mRNA","5/21","285/11009",0.000162480826083733,0.004340559211094,0.00351838179790338,"MFAP1/CPSF6/CPSF7/RBM25/DDX42",5
"R-HSA-5696399","Global Genome Nucleotide Excision Repair (GG-NER)","3/21","84/11009",0.000516106880697791,0.0120639983363109,0.00977886721322129,"MCRS1/YY1/ACTB",3
"R-HSA-77595","Processing of Intronless Pre-mRNAs","2/21","20/11009",0.000644987418237629,0.0134014052456041,0.0108629459913706,"CPSF6/CPSF7",2
"R-HSA-5689603","UCH proteinases","3/21","102/11009",0.000909713950932899,0.0170116508824452,0.0137893483088776,"MCRS1/YY1/ACTB",3
