"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-69231","Cyclin D associated events in G1","3/8","47/11009",4.02357404153722e-06,0.000150884026557646,4.44710815117272e-05,"CDKN2B/CDK6/CCND2",3
"R-HSA-69236","G1 Phase","3/8","47/11009",4.02357404153722e-06,0.000150884026557646,4.44710815117272e-05,"CDKN2B/CDK6/CCND2",3
"R-HSA-8934593","Regulation of RUNX1 Expression and Activity","2/8","17/11009",6.25032304836871e-05,0.000937548457255307,0.00027633007161209,"CDK6/CCND2",2
"R-HSA-9659787","Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects","2/8","17/11009",6.25032304836871e-05,0.000937548457255307,0.00027633007161209,"CDK6/CCND2",2
"R-HSA-9661069","Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)","2/8","17/11009",6.25032304836871e-05,0.000937548457255307,0.00027633007161209,"CDK6/CCND2",2
"R-HSA-453279","Mitotic G1 phase and G1/S transition","3/8","149/11009",0.000129461850656767,0.00161827313320959,0.000476964712945984,"CDKN2B/CDK6/CCND2",3
"R-HSA-2559585","Oncogene Induced Senescence","2/8","33/11009",0.000241251786485266,0.00253219835028625,0.000746332145347526,"CDKN2B/CDK6",2
"R-HSA-9687139","Aberrant regulation of mitotic cell cycle due to RB1 defects","2/8","35/11009",0.000271667477186728,0.00253219835028625,0.000746332145347526,"CDK6/CCND2",2
"R-HSA-9675126","Diseases of mitotic cell cycle","2/8","37/11009",0.00030386380203435,0.00253219835028625,0.000746332145347526,"CDK6/CCND2",2
"R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer","2/8","78/11009",0.00134983312689073,0.0101237484516804,0.00298384164891634,"HGF/FGFR4",2
